rb,Year,Date
p134,2020,2020-07-15
p134,2020,2020-07-20
p134,2023,2023-08-17
p134,2023,2023-08-19
p134,2023,2023-08-21
p134,2023,2023-09-09
p134,2024,2024-08-29
p134,2027,2027-08-02
p134,2027,2027-08-03
p134,2027,2027-08-16
p134,2027,2027-08-21
p134,2028,2028-06-25
p134,2028,2028-07-14
p134,2028,2028-07-15
p134,2028,2028-07-16
p134,2028,2028-08-01
p134,2028,2028-08-02
p134,2028,2028-08-08
p134,2028,2028-08-11
p134,2028,2028-08-12
p134,2028,2028-08-13
p134,2028,2028-08-14
p134,2028,2028-08-15
p134,2028,2028-08-16
p134,2028,2028-08-17
p134,2028,2028-08-18
p134,2038,2038-09-06
p134,2039,2039-07-29
p134,2039,2039-07-30
p134,2040,2040-08-31
p134,2040,2040-09-01
p134,2043,2043-08-21
p134,2043,2043-08-25
p134,2043,2043-08-26
p134,2045,2045-07-24
p134,2045,2045-07-25
p134,2046,2046-07-31
p134,2046,2046-08-01
p134,2046,2046-08-02
p134,2046,2046-08-03
p134,2047,2047-08-14
p134,2051,2051-08-02
p134,2051,2051-08-24
p134,2051,2051-09-01
p134,2051,2051-09-02
p134,2052,2052-06-28
p134,2052,2052-06-29
p134,2052,2052-07-04
p134,2052,2052-07-05
p134,2052,2052-07-06
p134,2052,2052-07-07
p134,2052,2052-07-17
p134,2052,2052-07-18
p134,2052,2052-07-22
p134,2052,2052-07-23
p134,2052,2052-07-24
p134,2052,2052-07-25
p134,2052,2052-07-26
p134,2052,2052-08-04
p134,2052,2052-08-07
p134,2053,2053-09-10
p134,2060,2060-07-07
p134,2060,2060-07-12
p134,2060,2060-07-14
p134,2060,2060-07-15
p134,2060,2060-07-16
p134,2060,2060-07-20
p134,2060,2060-08-01
p134,2060,2060-08-07
p134,2060,2060-08-08
p134,2060,2060-08-10
p134,2060,2060-08-20
p134,2060,2060-08-27
p134,2060,2060-09-13
p134,2062,2062-08-03
p134,2062,2062-08-04
p134,2063,2063-07-21
p134,2063,2063-08-17
p134,2063,2063-08-19
p134,2063,2063-08-20
p134,2063,2063-08-21
p134,2063,2063-08-26
p134,2063,2063-09-06
p134,2063,2063-09-09
p134,2063,2063-09-10
p134,2064,2064-08-28
p134,2064,2064-08-29
p134,2064,2064-09-01
p134,2065,2065-09-06
p134,2065,2065-09-07
p134,2066,2066-07-19
p134,2067,2067-06-14
p134,2067,2067-08-02
p134,2067,2067-08-03
p134,2067,2067-08-07
p134,2067,2067-08-16
p134,2067,2067-08-17
p134,2067,2067-08-21
p134,2067,2067-08-22
p134,2068,2068-06-21
p134,2068,2068-06-22
p134,2068,2068-06-25
p134,2068,2068-07-07
p134,2068,2068-07-08
p134,2068,2068-07-14
p134,2068,2068-07-15
p134,2068,2068-07-16
p134,2068,2068-07-28
p134,2068,2068-07-29
p134,2068,2068-07-30
p134,2068,2068-07-31
p134,2068,2068-08-01
p134,2068,2068-08-02
p134,2068,2068-08-03
p134,2068,2068-08-04
p134,2068,2068-08-07
p134,2068,2068-08-08
p134,2068,2068-08-09
p134,2068,2068-08-11
p134,2068,2068-08-12
p134,2068,2068-08-13
p134,2068,2068-08-14
p134,2068,2068-08-15
p134,2068,2068-08-16
p134,2068,2068-08-17
p134,2068,2068-08-18
p134,2069,2069-08-05
p134,2070,2070-07-04
p134,2070,2070-08-28
p134,2070,2070-09-06
p134,2071,2071-07-06
p134,2071,2071-07-22
p134,2071,2071-08-02
p134,2071,2071-09-15
p134,2075,2075-07-13
p134,2075,2075-07-14
p134,2075,2075-08-13
p134,2075,2075-08-14
p134,2076,2076-08-07
p134,2077,2077-07-26
p134,2077,2077-07-27
p134,2077,2077-08-16
p134,2078,2078-08-23
p134,2078,2078-08-24
p134,2078,2078-09-06
p134,2079,2079-07-28
p134,2079,2079-07-29
p134,2079,2079-07-30
p134,2079,2079-09-04
p134,2080,2080-08-06
p134,2080,2080-08-09
p134,2080,2080-08-15
p134,2080,2080-08-17
p134,2080,2080-08-29
p134,2080,2080-08-30
p134,2080,2080-08-31
p134,2080,2080-09-01
p134,2081,2081-07-22
p134,2081,2081-08-07
p134,2081,2081-08-08
p134,2081,2081-08-09
p134,2081,2081-08-22
p134,2082,2082-07-28
p134,2083,2083-08-16
p134,2083,2083-08-20
p134,2083,2083-08-21
p134,2083,2083-08-22
p134,2083,2083-08-24
p134,2083,2083-08-25
p134,2083,2083-08-26
p134,2084,2084-08-27
p134,2085,2085-07-21
p134,2085,2085-07-24
p134,2085,2085-07-25
p134,2085,2085-08-03
p134,2085,2085-08-04
p134,2085,2085-08-09
p134,2085,2085-08-19
p134,2086,2086-07-29
p134,2086,2086-07-30
p134,2086,2086-07-31
p134,2086,2086-08-01
p134,2086,2086-08-02
p134,2086,2086-08-03
p134,2087,2087-08-07
p134,2087,2087-08-12
p134,2087,2087-08-14
p134,2087,2087-08-23
p134,2087,2087-08-28
p134,2088,2088-08-04
p134,2091,2091-07-20
p134,2091,2091-07-21
p134,2091,2091-08-24
p134,2091,2091-09-01
p134,2091,2091-09-02
p134,2092,2092-06-28
p134,2092,2092-06-29
p134,2092,2092-07-01
p134,2092,2092-07-02
p134,2092,2092-07-03
p134,2092,2092-07-04
p134,2092,2092-07-05
p134,2092,2092-07-06
p134,2092,2092-07-07
p134,2092,2092-07-16
p134,2092,2092-07-17
p134,2092,2092-07-18
p134,2092,2092-07-19
p134,2092,2092-07-22
p134,2092,2092-07-23
p134,2092,2092-07-24
p134,2092,2092-07-25
p134,2092,2092-07-26
p134,2092,2092-07-30
p134,2092,2092-08-03
p134,2092,2092-08-04
p134,2092,2092-08-07
p134,2093,2093-08-27
p134,2093,2093-08-30
p134,2093,2093-09-09
p134,2093,2093-09-10
p134,2094,2094-08-25
p134,2098,2098-08-26
