state,Year,Date
North Dakota,2020,2020-02-29
North Dakota,2022,2022-01-06
North Dakota,2022,2022-01-07
North Dakota,2022,2022-01-10
North Dakota,2022,2022-01-16
North Dakota,2022,2022-01-17
North Dakota,2022,2022-01-24
North Dakota,2022,2022-02-03
North Dakota,2022,2022-02-04
North Dakota,2022,2022-02-05
North Dakota,2022,2022-02-09
North Dakota,2023,2023-12-18
North Dakota,2023,2023-12-19
North Dakota,2023,2023-12-22
North Dakota,2023,2023-12-23
North Dakota,2023,2023-12-24
North Dakota,2024,2024-01-18
North Dakota,2024,2024-01-20
North Dakota,2025,2025-01-19
North Dakota,2025,2025-01-20
North Dakota,2025,2025-01-30
North Dakota,2025,2025-01-31
North Dakota,2025,2025-02-01
North Dakota,2025,2025-02-02
North Dakota,2025,2025-02-03
North Dakota,2025,2025-02-04
North Dakota,2028,2028-02-01
North Dakota,2028,2028-02-10
North Dakota,2028,2028-02-11
North Dakota,2029,2029-01-10
North Dakota,2029,2029-02-02
North Dakota,2029,2029-02-03
North Dakota,2029,2029-02-04
North Dakota,2029,2029-12-21
North Dakota,2030,2030-12-30
North Dakota,2034,2034-01-15
North Dakota,2034,2034-01-17
North Dakota,2034,2034-01-18
North Dakota,2034,2034-02-07
North Dakota,2034,2034-02-09
North Dakota,2036,2036-01-19
North Dakota,2036,2036-01-30
North Dakota,2036,2036-01-31
North Dakota,2036,2036-02-01
North Dakota,2036,2036-02-02
North Dakota,2036,2036-02-03
North Dakota,2036,2036-12-25
North Dakota,2044,2044-01-28
North Dakota,2049,2049-01-15
North Dakota,2054,2054-03-01
North Dakota,2059,2059-01-30
North Dakota,2059,2059-02-08
North Dakota,2062,2062-01-10
North Dakota,2062,2062-01-16
North Dakota,2062,2062-02-03
North Dakota,2062,2062-02-05
North Dakota,2063,2063-12-23
North Dakota,2065,2065-01-19
North Dakota,2065,2065-02-01
North Dakota,2065,2065-02-03
North Dakota,2069,2069-02-03
North Dakota,2074,2074-01-18
North Dakota,2074,2074-02-09
North Dakota,2076,2076-01-30
North Dakota,2076,2076-02-01
North Dakota,2076,2076-02-02
North Dakota,2076,2076-02-03
