state,Year,cdd
Kentucky,2020,2679.3513284928313
Kentucky,2021,2535.390370422288
Kentucky,2022,2362.819081161676
Kentucky,2023,2555.025309487525
Kentucky,2024,2474.2678742373796
Kentucky,2025,2553.8131956702896
Kentucky,2026,2318.118850546046
Kentucky,2027,2305.368241315047
Kentucky,2028,2591.072336344521
Kentucky,2029,2584.5591573784436
Kentucky,2030,1989.690349463276
Kentucky,2031,2163.3999707675994
Kentucky,2032,2294.026264752908
Kentucky,2033,2506.4535838831994
Kentucky,2034,2376.1652921206633
Kentucky,2035,2457.3889676008
Kentucky,2036,2597.4710095670634
Kentucky,2037,2477.8744424472966
Kentucky,2038,1939.9474405186097
Kentucky,2039,2117.1190468647956
Kentucky,2040,2399.6205680116336
Kentucky,2041,2220.1429981593747
Kentucky,2042,2380.9461298794918
Kentucky,2043,2368.672837921085
Kentucky,2044,2272.7312481709414
Kentucky,2045,2286.9967956096625
Kentucky,2046,2117.523898087853
Kentucky,2047,2164.8138271320736
Kentucky,2048,2488.5848222367376
Kentucky,2049,2412.198144239401
Kentucky,2050,2496.6713773746837
Kentucky,2051,2236.513938198096
Kentucky,2052,1921.5318185957585
Kentucky,2053,2525.5951475161655
Kentucky,2054,2802.117255807893
Kentucky,2055,2311.6962387539133
Kentucky,2056,2189.822276252819
Kentucky,2057,2001.581769375334
Kentucky,2058,2472.274452461313
Kentucky,2059,2248.2383603819217
Kentucky,2060,2372.9776709821795
Kentucky,2061,2224.1122867719428
Kentucky,2062,2067.0470475416314
Kentucky,2063,2260.212555875684
Kentucky,2064,2194.1396545130638
Kentucky,2065,2271.7186328340795
Kentucky,2066,2041.9400134443717
Kentucky,2067,2017.8076004144777
Kentucky,2068,2291.446233932506
Kentucky,2069,2317.6462694900565
Kentucky,2070,1756.5331076185228
Kentucky,2071,1948.4903445658888
Kentucky,2072,2032.6694229089892
Kentucky,2073,2255.46092991573
Kentucky,2074,2138.00588989684
Kentucky,2075,2231.966576675514
Kentucky,2076,2373.7258461776814
Kentucky,2077,2236.507713063713
Kentucky,2078,1712.1028496613703
Kentucky,2079,1885.8347099414464
Kentucky,2080,2162.891356969033
Kentucky,2081,2002.837606613922
Kentucky,2082,2154.9415233421596
Kentucky,2083,2167.71119762614
Kentucky,2084,2097.4927126169605
Kentucky,2085,2098.5353139460713
Kentucky,2086,1923.7489503078268
Kentucky,2087,2002.9221450050159
Kentucky,2088,2322.483244640916
Kentucky,2089,2259.845683980039
Kentucky,2090,2355.2708601880367
Kentucky,2091,2115.0599804420763
Kentucky,2092,1824.4186052830128
Kentucky,2093,2417.771537799666
Kentucky,2094,2664.0109150801063
Kentucky,2095,2183.051312501664
Kentucky,2096,2066.0067260781475
Kentucky,2097,1871.7272008905643
Kentucky,2098,2344.0821891676483
Kentucky,2099,2094.9167116824106
